z2,0.18739403784275055,0.9484999775886536
p4,0.09793247282505035,0.9741399884223938
p4nodrop,0.22343787550926208,0.9615600109100342
z2,0.18353307247161865,0.9510800242424011
p4,0.10040304809808731,0.9724400043487549
p4nodrop,0.21452085673809052,0.963100016117096
z2,0.18342794477939606,0.9506199955940247
p4,0.11633628606796265,0.9700199961662292
p4nodrop,0.22761371731758118,0.9619200229644775
z2,0.19612570106983185,0.9474800229072571
p4,0.1123996376991272,0.9711999893188477
p4nodrop,0.21118830144405365,0.9630600214004517
z2,0.187163844704628,0.9492999911308289
p4,0.10430600494146347,0.9716399908065796
p4nodrop,0.20085163414478302,0.9644200205802917
z2,0.20021171867847443,0.9458000063896179
p4,0.0961838886141777,0.9740200042724609
p4nodrop,0.19028612971305847,0.9656400084495544
z2,0.1835591197013855,0.9488599896430969
p4,0.1182185560464859,0.9706000089645386
p4nodrop,0.22465939819812775,0.9622399806976318
z2,0.19502249360084534,0.9482200145721436
p4,0.11310090869665146,0.9696800112724304
p4nodrop,0.206313356757164,0.9641199707984924
z2,0.1976533830165863,0.9476799964904785
p4,0.09736018627882004,0.9742199778556824
p4nodrop,0.22123152017593384,0.9611999988555908
z2,0.1816992163658142,0.9514200091362
p4,0.10187693685293198,0.9732800126075745
p4nodrop,0.21450433135032654,0.9620800018310547
